Removed Pin From Net: NetName=1WIRE_BUS Pin=D7-3
Removed Pin From Net: NetName=UART.RX Pin=R43-1
Removed Pin From Net: NetName=1WIRE_BUS Pin=R43-2
Removed Pin From Net: NetName=GND Pin=R56-1
Removed Pin From Net: NetName=GND Pin=R58-1
Removed Pin From Net: NetName=GND Pin=R59-1
Removed Pin From Net: NetName=1WIRE_BUS Pin=U7-2
Removed Member From Class: ClassName=1Wire Member=D7
Removed Member From Class: ClassName=1Wire Member=R43
Change Component Footprint: Designator=J1 Old Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1 New Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1
Change Component Footprint: Designator=J2 Old Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1 New Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1
Change Component Footprint: Designator=R43 Old Footprint=SMD_RES_0402(1005)_N New Footprint=SMD_RES_2512(6432)_N
Change Component Footprint: Designator=D7 Old Footprint=SOT23-3 New Footprint=LED_3MM_SPACED_6.4MM_BLUE
Change Component Comment : Designator=J11 Old Comment=C71827 New Comment=B2100S40PE000
Change Component Comment : Designator=D7 Old Comment=LBAT54ALT1G New Comment=TJ-L3FYTGCBMCGSFLC6B-A5
Change Component Comment : Designator=R43 Old Comment=RC0402FR-070RL New Comment=AC2512FK-07470RL
Change Managed Component Library Link : Designator=J1 Old VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 New VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 Old ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 New ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 Old RevisionGUID=abb70f75-5808-4815-97cc-c6b55b50e4a6 New RevisionGUID=e82a4879-8232-478d-abe3-1a5de26feeaf
Change Managed Component Library Link : Designator=J2 Old VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 New VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 Old ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 New ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 Old RevisionGUID=abb70f75-5808-4815-97cc-c6b55b50e4a6 New RevisionGUID=e82a4879-8232-478d-abe3-1a5de26feeaf
Change component parameters: Designator = "R43" ("R43"); Footprint = "SMD_RES_0402(1005)_N"; UniqueID = "\TKWWRQBJ\IQZFYCUO" ("\TKWWRQBJ\IQZFYCUO")
Add component (AddParameter): Name = "ComponentLink13URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink14Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink14URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink15Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink15URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink16Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink16URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink17Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink17URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink18Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink18URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink19Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink19URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink20Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink20URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink21Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink21URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink22Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink22URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink23Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink23URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink24Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink24URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink25Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink25URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink26Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink26URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink27Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink27URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink28Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink28URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink29Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink29URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink30Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink30URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink31Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink31URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink32Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink32URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink33Description"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink33URL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Composition"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Core Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Saturation"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Resistance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Resistance (DCR)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Depth"; Value = "3.2mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric Characteristic"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "dielectric_characteristic"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "dielectric_material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dimensions"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dissipation Factor"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "EDA / CAD Models"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "equivalent_series_resistance_esr"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ESR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ESR (Equivalent Series Resistance)"; Value = "140R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Family"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Featured Product"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency"; Value = "8MHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency - Self Resonant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency - Test"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency Stability"; Value = "30ppm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency Tolerance"; Value = "20ppm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.051inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Hold Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "inductance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance-Nom"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "isolation_voltage"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionDate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing (nom)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lead_free_status"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Leakage Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lifecycle_status"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifetime @ Temp."; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Load Capacitance"; Value = "18pF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Name"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Detail Url"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Size Code"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material - Core"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material, Element"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Current Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max DC Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Power Dissipation"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Voltage Rating (DC)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Maximum DC Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Maximum DC Resistance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFG"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFG PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Military Standard"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order Quantity"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Style"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "mounting_style"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MSL"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Terminations"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart Url"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "OctopartID"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Online Catalog"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Supply Voltage"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temp Range"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature Min"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature Range"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Other Names"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "pin_count"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Polarity"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Dissipation"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 2"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product Depth (mm)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product Diameter (mm)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product Height (mm)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product Length (mm)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product Range"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product Status"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Product Training Modules"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Q @ Freq"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Q Factor"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rated Current-Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "reach_svhc_compliance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Reeling"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ripple Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RMS Current (Irms)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS - Mouser"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "rohs_status"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Saturation Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Self Resonant Frequency"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Seller Landing  Url"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series Resistance"; Value = "500R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shielding"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "size_length"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "size_thickness"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "size_width"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Standard Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 2"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "SVHC"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Terminal Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Termination"; Value = "SMD/SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Termination Style"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Test Frequency"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Time to Trip"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "20ppm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance (%)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance (+ or -)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Trip Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating (DC)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage, Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "voltage_rating_dc"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "3.2mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Working Voltage"; Value = ""; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C41-1
Added Pin To Net: NetName=3V3 Pin=C41-2
Added Pin To Net: NetName=GND Pin=C42-1
Added Pin To Net: NetName=3V3 Pin=C42-2
Added Pin To Net: NetName=GND Pin=C43-1
Added Pin To Net: NetName=3V3 Pin=C43-2
Added Pin To Net: NetName=GND Pin=C44-1
Added Pin To Net: NetName=3V3 Pin=C44-2
Added Pin To Net: NetName=GND Pin=C45-1
Added Pin To Net: NetName=3V3 Pin=C45-2
Added Pin To Net: NetName=GND Pin=C46-1
Added Pin To Net: NetName=3V3 Pin=C46-2
Added Pin To Net: NetName=GND Pin=C47-1
Added Pin To Net: NetName=GND Pin=C48-1
Added Pin To Net: NetName=GND Pin=D16_1-1
Added Pin To Net: NetName=GND Pin=D16_2-1
Added Pin To Net: NetName=GND Pin=D16_3-1
Added Pin To Net: NetName=GND Pin=D16_4-1
Added Pin To Net: NetName=GND Pin=D16_5-1
Added Pin To Net: NetName=GND Pin=D16_6-1
Added Pin To Net: NetName=GND Pin=D17-K
Added Pin To Net: NetName=GND Pin=D18-K
Added Pin To Net: NetName=GND Pin=D19-K
Added Pin To Net: NetName=GND Pin=D20_1-K
Added Pin To Net: NetName=GND Pin=D20_2-K
Added Pin To Net: NetName=GND Pin=D20_3-K
Added Pin To Net: NetName=GND Pin=D20_4-K
Added Pin To Net: NetName=GND Pin=D20_5-K
Added Pin To Net: NetName=GND Pin=D20_6-K
Added Pin To Net: NetName=GND Pin=J16_1-2
Added Pin To Net: NetName=GND Pin=J16_2-2
Added Pin To Net: NetName=GND Pin=J16_3-2
Added Pin To Net: NetName=GND Pin=J16_4-2
Added Pin To Net: NetName=GND Pin=J16_5-2
Added Pin To Net: NetName=GND Pin=J16_6-2
Added Pin To Net: NetName=24V Pin=J24_1-1
Added Pin To Net: NetName=24V Pin=J24_2-1
Added Pin To Net: NetName=24V Pin=J24_3-1
Added Pin To Net: NetName=24V Pin=J24_4-1
Added Pin To Net: NetName=24V Pin=Q1_1-3
Added Pin To Net: NetName=24V Pin=Q1_2-3
Added Pin To Net: NetName=24V Pin=Q1_3-3
Added Pin To Net: NetName=24V Pin=Q1_4-3
Added Pin To Net: NetName=24V Pin=Q1_5-3
Added Pin To Net: NetName=24V Pin=Q1_6-3
Added Pin To Net: NetName=GND Pin=Q2_1-2
Added Pin To Net: NetName=GND Pin=Q2_2-2
Added Pin To Net: NetName=GND Pin=Q2_3-2
Added Pin To Net: NetName=GND Pin=Q2_4-2
Added Pin To Net: NetName=GND Pin=Q2_5-2
Added Pin To Net: NetName=GND Pin=Q2_6-2
Added Pin To Net: NetName=GND Pin=Q3-2
Added Pin To Net: NetName=GND Pin=Q4_1-2
Added Pin To Net: NetName=GND Pin=Q4_2-2
Added Pin To Net: NetName=GND Pin=Q4_3-2
Added Pin To Net: NetName=GND Pin=Q4_4-2
Added Pin To Net: NetName=GND Pin=Q5_1-2
Added Pin To Net: NetName=GND Pin=Q5_2-2
Added Pin To Net: NetName=GND Pin=Q5_3-2
Added Pin To Net: NetName=GND Pin=Q5_4-2
Added Pin To Net: NetName=GND Pin=Q6-2
Added Pin To Net: NetName=GND Pin=Q7_1-2
Added Pin To Net: NetName=GND Pin=Q7_2-2
Added Pin To Net: NetName=GND Pin=Q7_3-2
Added Pin To Net: NetName=GND Pin=Q7_4-2
Added Pin To Net: NetName=GND Pin=Q7_5-2
Added Pin To Net: NetName=GND Pin=Q7_6-2
Added Pin To Net: NetName=GND Pin=Q7_7-2
Added Pin To Net: NetName=GND Pin=Q7_8-2
Added Pin To Net: NetName=GND Pin=Q7_9-2
Added Pin To Net: NetName=GND Pin=Q7_10-2
Added Pin To Net: NetName=3V3 Pin=R43-2
Added Pin To Net: NetName=24V Pin=R65_1-2
Added Pin To Net: NetName=24V Pin=R65_2-2
Added Pin To Net: NetName=24V Pin=R65_3-2
Added Pin To Net: NetName=24V Pin=R65_4-2
Added Pin To Net: NetName=24V Pin=R65_5-2
Added Pin To Net: NetName=24V Pin=R65_6-2
Added Pin To Net: NetName=GND Pin=R69_1-2
Added Pin To Net: NetName=GND Pin=R69_2-2
Added Pin To Net: NetName=GND Pin=R69_3-2
Added Pin To Net: NetName=GND Pin=R69_4-2
Added Pin To Net: NetName=GND Pin=R69_5-2
Added Pin To Net: NetName=GND Pin=R69_6-2
Added Pin To Net: NetName=GND Pin=R71-1
Added Pin To Net: NetName=UART.RX Pin=R72-1
Added Pin To Net: NetName=1WIRE_BUS Pin=R72-2
Added Pin To Net: NetName=3V3 Pin=R73_1-2
Added Pin To Net: NetName=3V3 Pin=R73_2-2
Added Pin To Net: NetName=3V3 Pin=R73_3-2
Added Pin To Net: NetName=3V3 Pin=R73_4-2
Added Pin To Net: NetName=GND Pin=R75_1-2
Added Pin To Net: NetName=GND Pin=R75_2-2
Added Pin To Net: NetName=GND Pin=R75_3-2
Added Pin To Net: NetName=GND Pin=R75_4-2
Added Pin To Net: NetName=GND Pin=R77_1-1
Added Pin To Net: NetName=GND Pin=R77_2-1
Added Pin To Net: NetName=GND Pin=R77_3-1
Added Pin To Net: NetName=GND Pin=R77_4-1
Added Pin To Net: NetName=24V Pin=R78_1-1
Added Pin To Net: NetName=24V Pin=R78_2-1
Added Pin To Net: NetName=24V Pin=R78_3-1
Added Pin To Net: NetName=24V Pin=R78_4-1
Added Pin To Net: NetName=GND Pin=R79-1
Added Pin To Net: NetName=3V3 Pin=R80-2
Added Pin To Net: NetName=3V3 Pin=R81-2
Added Pin To Net: NetName=3V3 Pin=R82-2
Added Pin To Net: NetName=3V3 Pin=R83-2
Added Pin To Net: NetName=GND Pin=R85-1
Added Pin To Net: NetName=3V3 Pin=R86_1-2
Added Pin To Net: NetName=3V3 Pin=R86_2-2
Added Pin To Net: NetName=3V3 Pin=R86_3-2
Added Pin To Net: NetName=3V3 Pin=R86_4-2
Added Pin To Net: NetName=3V3 Pin=R86_5-2
Added Pin To Net: NetName=3V3 Pin=R86_6-2
Added Pin To Net: NetName=3V3 Pin=R86_7-2
Added Pin To Net: NetName=3V3 Pin=R86_8-2
Added Pin To Net: NetName=3V3 Pin=R86_9-2
Added Pin To Net: NetName=3V3 Pin=R86_10-2
Added Pin To Net: NetName=AIN_1 Pin=R87_3-2
Added Pin To Net: NetName=AIN_2 Pin=R87_4-2
Added Pin To Net: NetName=AIN_3 Pin=R87_5-2
Added Pin To Net: NetName=AIN_4 Pin=R87_6-2
Added Pin To Net: NetName=AOUT1_1 Pin=R87_7-2
Added Pin To Net: NetName=AOUT2_1 Pin=R87_8-2
Added Pin To Net: NetName=AOUT1_2 Pin=R87_9-2
Added Pin To Net: NetName=AOUT2_2 Pin=R87_10-2
Added Pin To Net: NetName=GND Pin=R88_1-1
Added Pin To Net: NetName=GND Pin=R88_2-1
Added Pin To Net: NetName=GND Pin=R88_3-1
Added Pin To Net: NetName=GND Pin=R88_4-1
Added Pin To Net: NetName=GND Pin=R88_5-1
Added Pin To Net: NetName=GND Pin=R88_6-1
Added Pin To Net: NetName=GND Pin=R88_7-1
Added Pin To Net: NetName=GND Pin=R88_8-1
Added Pin To Net: NetName=GND Pin=R88_9-1
Added Pin To Net: NetName=GND Pin=R88_10-1
Added Pin To Net: NetName=3V3 Pin=U11-1
Added Pin To Net: NetName=GND Pin=U11-8
Added Pin To Net: NetName=3V3 Pin=U11-9
Added Pin To Net: NetName=GND Pin=U11-23
Added Pin To Net: NetName=3V3 Pin=U11-24
Added Pin To Net: NetName=GND Pin=U11-35
Added Pin To Net: NetName=3V3 Pin=U11-36
Added Pin To Net: NetName=GND Pin=U11-47
Added Pin To Net: NetName=3V3 Pin=U11-48
Change Net Name : Old Net Name=1WIRE_BUS New Net Name=UART.TX
Added Pin To Net: NetName=1WIRE_BUS Pin=U7-2
Added Net: Name=1WIRE_BUS
Added Pin To Net: NetName=BO_EN_1 Pin=R68_1-2
Added Pin To Net: NetName=BO_EN_1 Pin=R69_1-1
Added Net: Name=BO_EN_1
Added Pin To Net: NetName=BO_EN_2 Pin=R68_2-2
Added Pin To Net: NetName=BO_EN_2 Pin=R69_2-1
Added Net: Name=BO_EN_2
Added Pin To Net: NetName=BO_EN_3 Pin=R68_3-2
Added Pin To Net: NetName=BO_EN_3 Pin=R69_3-1
Added Net: Name=BO_EN_3
Added Pin To Net: NetName=BO_EN_4 Pin=R68_4-2
